5000
10000
2
1	716	10	7
2	64	9	8
2	1241	6	10
2	1316	7	8
2	1490	1	8
2	1518	4	6
2	2048	10	6
2	2557	4	6
2	2717	2	3
2	3146	10	6
2	4840	10	3
2	4889	2	8
2	4891	6	1
3	616	8	2
3	927	8	5
3	1232	9	10
3	2944	3	6
4	354	7	3
4	591	5	4
4	636	10	4
4	1623	5	10
4	3237	8	2
5	922	7	4
5	4711	5	6
6	1517	6	10
6	2879	3	7
6	4868	1	7
7	1699	10	8
7	1994	6	2
7	3067	8	4
7	4286	2	10
8	113	8	1
8	588	10	2
8	1866	9	1
8	2282	9	6
8	2399	3	6
8	2813	9	4
8	3491	7	10
8	4027	2	1
8	4851	3	9
8	4901	3	7
9	1814	10	6
9	4459	4	3
10	43	5	3
10	313	10	3
10	4674	6	4
12	325	9	2
12	978	3	7
12	1247	5	9
12	1493	2	5
12	1579	10	4
12	2004	3	1
12	2068	2	5
12	2342	2	6
12	2454	9	5
12	2687	2	3
12	3059	4	9
12	3250	3	6
12	3629	10	1
12	3911	9	5
12	4050	9	1
13	3896	6	8
15	302	7	9
15	1200	5	9
15	2626	9	4
15	4757	9	10
17	130	1	5
18	2233	3	2
18	4785	10	4
19	3127	8	4
19	3964	8	10
19	4558	10	2
21	1029	3	10
22	1390	6	10
22	3779	8	3
22	4270	1	4
23	532	7	8
23	731	2	3
24	75	3	1
24	2244	8	9
24	2374	3	2
26	1438	9	1
26	1872	6	8
26	4802	4	1
27	841	8	9
27	1196	7	9
27	2399	10	8
27	4387	10	4
27	4850	10	5
28	141	10	7
28	180	4	10
28	2694	4	8
28	4155	10	6
29	1546	6	2
29	4113	2	8
30	2012	3	10
30	2647	9	1
31	3974	9	2
33	3399	6	5
33	3794	2	3
33	4911	9	1
35	768	8	5
35	2060	8	9
35	2540	6	5
35	4185	9	4
35	4904	10	7
37	184	7	6
37	420	6	9
37	945	4	5
37	1200	1	5
37	1345	3	4
37	2072	2	4
37	2192	7	2
37	2322	7	9
37	3526	1	3
37	4225	4	3
37	4354	4	5
38	181	5	1
38	2095	5	7
39	1177	7	2
39	1981	6	10
39	2412	6	9
39	2626	1	7
39	3852	1	7
39	4033	8	1
39	4200	1	8
39	4741	4	7
41	13	9	10
41	329	8	9
41	891	9	5
41	1690	2	8
41	1808	1	3
41	2028	3	1
41	3985	6	5
42	256	1	7
42	357	6	1
42	1804	3	8
42	1855	4	3
43	823	10	5
43	3225	10	9
45	429	5	9
45	1079	2	3
45	1645	3	10
45	3219	2	5
45	3430	6	8
45	4372	2	9
45	4856	8	2
46	1149	3	1
46	2486	2	10
47	35	7	2
47	1587	1	9
47	1689	10	4
47	3952	7	5
47	3990	5	6
47	4394	7	4
47	4839	7	10
47	4991	3	7
48	1514	6	4
48	2028	1	7
48	2654	2	6
48	4173	4	1
48	4523	9	2
48	4741	2	9
50	1350	8	5
50	4158	4	6
51	541	9	10
51	636	6	5
51	695	2	4
51	2488	6	3
51	3707	7	1
51	4885	5	4
52	1519	1	5
52	4126	9	10
52	4416	2	6
52	4827	1	8
53	1207	9	7
53	2297	8	7
53	2356	2	7
53	2579	1	4
53	4391	5	9
53	4855	7	8
54	4664	1	7
56	73	2	10
56	961	1	6
58	1118	9	1
58	3508	10	7
60	3527	1	10
61	3547	2	8
62	515	10	2
62	529	8	2
62	780	4	7
62	2461	4	2
62	2610	5	6
62	2660	5	7
62	3260	6	4
62	3793	2	4
64	466	8	3
64	541	4	3
64	590	2	10
64	733	10	6
64	974	7	2
64	1467	5	1
64	1532	10	7
64	1705	8	7
64	2492	4	1
64	2508	10	6
64	2669	8	10
64	3070	7	2
64	3797	5	3
64	4291	2	8
64	4364	3	9
64	4372	2	1
64	4798	6	1
65	914	8	1
65	1762	7	6
68	734	9	8
68	3023	2	10
68	4103	3	1
68	4198	7	4
69	1131	3	2
69	3315	8	2
70	442	2	4
70	2883	5	3
71	717	4	8
72	278	3	7
72	1150	4	6
72	2861	1	10
73	847	2	3
73	1678	1	9
73	3645	8	9
73	3697	6	4
73	4386	2	9
73	4532	9	1
73	4851	1	10
75	942	5	9
75	1583	8	6
75	2248	1	2
75	2789	7	1
75	2820	5	7
75	3132	2	7
76	27	4	8
76	4370	7	9
76	4460	1	6
78	612	3	10
78	1644	9	3
80	708	7	3
80	1325	6	8
81	2816	8	2
81	4742	2	1
82	134	3	1
82	633	5	3
82	1160	3	4
82	1289	5	2
82	1482	3	8
82	1682	8	4
82	2176	3	8
82	2511	1	9
82	2835	5	8
82	4235	1	9
82	4532	2	7
82	4970	5	3
83	1874	7	9
83	2972	3	4
85	1200	9	4
85	1657	4	6
85	3735	8	4
86	789	5	3
86	3322	3	9
86	4659	4	7
87	46	6	3
87	4534	2	8
87	4765	6	5
88	1014	2	5
88	1546	5	7
89	1983	3	8
89	2432	6	10
89	4841	10	7
91	465	6	5
91	857	4	9
91	995	5	10
91	2985	6	2
93	3542	2	1
93	4491	10	9
93	4676	2	1
94	2099	2	8
94	3285	2	3
95	475	3	6
96	3298	3	7
96	3712	2	10
96	3988	4	10
98	1789	9	7
99	259	3	5
99	461	3	9
99	874	8	5
100	409	5	4
100	1081	1	5
100	2312	10	7
100	2342	2	9
100	2511	7	3
100	4209	10	6
100	4532	10	4
100	4628	6	8
102	605	2	10
102	877	6	7
103	1352	5	3
103	4174	1	9
104	524	2	3
104	741	5	4
104	920	7	6
104	954	1	5
104	1539	10	7
104	2282	9	7
104	2399	3	10
104	2554	9	10
104	3526	3	7
104	4460	4	6
104	4955	8	6
105	279	2	5
105	314	9	2
105	391	8	3
105	615	10	7
105	632	6	2
105	999	2	9
105	1136	3	1
105	2104	7	8
105	2415	6	10
105	2987	8	6
105	3098	8	7
105	3958	3	1
105	3980	1	5
105	4903	1	5
106	801	3	6
106	1830	3	7
106	1974	9	5
106	2454	6	8
106	3005	8	3
106	3121	2	5
106	3180	6	2
106	3405	8	9
106	3990	8	6
106	4717	9	7
106	4797	4	8
106	4871	7	2
107	541	5	1
107	619	1	6
107	673	6	5
107	872	9	2
109	416	2	7
109	2463	4	2
109	2670	8	5
109	3794	8	3
109	4064	3	4
112	955	4	9
112	1136	8	10
112	4335	2	8
112	4532	3	2
112	4979	3	9
113	12	8	9
