150
5789
2
3	102	7	10
3	116	7	11
3	73	8	10
122	99	6	10
122	125	5	10
122	115	6	10
122	86	6	11
122	80	6	11
122	52	6	11
122	83	6	11
122	48	6	10
17	23	6	10
17	12	6	10
66	18	7	11
66	90	7	10
66	110	7	11
66	51	7	11
26	97	7	10
26	90	8	11
45	94	6	11
45	150	6	10
45	93	7	10
109	96	7	11
109	138	7	11
109	117	7	10
109	114	7	11
109	49	7	11
102	136	7	10
102	44	7	11
102	112	7	11
102	140	7	10
102	116	7	11
102	139	7	11
102	32	7	10
102	25	7	10
102	141	7	10
102	61	7	10
102	146	7	11
99	18	7	10
99	83	7	11
136	3	8	10
136	112	7	11
136	140	7	10
136	139	7	11
136	141	7	11
136	39	7	10
136	73	7	11
136	146	7	10
85	100	6	11
85	87	6	11
85	7	6	11
85	149	5	10
85	127	6	10
85	29	7	11
85	124	6	11
85	143	5	11
120	26	6	11
120	34	7	10
120	128	6	10
120	72	6	10
120	150	6	10
120	145	7	10
125	17	6	11
125	99	6	10
125	53	7	10
125	63	7	11
125	23	5	11
125	62	7	11
125	89	7	11
125	65	6	10
125	67	6	11
125	86	7	11
125	24	6	10
125	51	7	11
44	112	7	11
44	121	7	10
44	140	7	11
44	116	7	11
44	70	7	11
44	79	7	11
44	146	7	11
112	82	7	11
133	69	7	10
121	134	7	10
121	94	7	11
121	60	7	10
121	31	7	10
121	128	7	10
121	41	7	11
121	10	7	11
121	50	7	10
121	113	7	10
76	45	7	11
76	134	7	11
76	36	7	11
76	105	7	10
76	111	7	11
27	26	6	11
27	100	6	10
27	40	5	11
27	75	6	10
27	62	6	11
27	65	6	10
27	97	7	11
27	149	5	10
27	123	7	11
27	41	6	10
27	127	6	11
27	143	5	11
27	108	7	10
134	45	7	10
134	111	7	10
46	96	6	10
46	114	6	11
46	93	7	10
46	49	7	10
53	27	6	11
53	5	6	11
53	16	6	11
53	90	6	11
38	109	8	10
38	130	7	10
38	81	7	10
38	104	7	10
38	84	7	11
38	138	7	11
38	95	7	11
38	117	8	10
38	49	7	11
38	57	8	10
38	42	7	11
19	13	6	10
19	142	6	11
19	144	6	10
19	16	7	11
19	89	6	10
19	4	7	10
19	145	7	10
19	103	6	11
19	77	6	11
19	50	6	11
